	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
15104	http://www.nytimes.com/2013/06/15/world/middleeast/syria-developments.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15128	http://www.nytimes.com/2013/06/22/world/asia/afghanistan.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15129	http://www.nytimes.com/2013/02/17/world/middleeast/supreme-leader-says-iran-not-seeking-nuclear-arms.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15139	http://www.nytimes.com/2013/01/13/magazine/shimon-peres-on-obama-iran-and-the-path-to-peace.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15162	http://www.nytimes.com/2013/11/24/world/middleeast/progress-if-modest-in-holding-back-irans-nuclear-program.html	News	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15163	http://www.nytimes.com/2013/05/05/opinion/sunday/friedman-this-aint-yogurt.html	Opinion	1	International News	None	Neutral	Neutral	nytimes.com	400
15165	http://www.nytimes.com/2013/05/21/world/report-cites-countries-use-of-laws-to-repress-faith.html	Opinion	0	International News	None	Neutral	Neutral	nytimes.com	400
15166	http://www.nytimes.com/2013/07/03/world/europe/snowden.html	News	0	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15172	http://www.nytimes.com/2013/04/24/world/middleeast/israel-says-syria-has-used-chemical-weapons.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15176	http://www.nytimes.com/2013/07/02/world/europe/snowden-applies-for-asylum-in-russia.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15191	http://www.nytimes.com/2013/03/04/world/middleeast/kerry-announces-millions-in-us-aid-for-egypt.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15197	http://www.nytimes.com/2013/06/25/world/asia/snowden-departure-from-hong-kong.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15206	http://www.nytimes.com/2013/04/17/world/asia/china-suggests-us-is-stirring-tensions-in-asia.html	Opinion	1	International News	None	Neutral	Neutral	nytimes.com	400
15235	http://www.nytimes.com/2013/09/14/world/middleeast/russia-united-states-syria-talks.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15258	http://www.nytimes.com/2013/05/30/us/politics/2-diplomats-treated-differently-in-benghazi-uproar.html	News	1	International News	None	Negative	Negative	nytimes.com	400
15292	http://www.nytimes.com/2013/03/06/world/middleeast/report-details-mistakes-made-by-us-in-improvement-projects-for-iraq.html	News	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15304	http://www.nytimes.com/2013/02/05/world/americas/us-stepped-in-to-halt-mexican-generals-rise.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15317	http://www.nytimes.com/2013/09/15/opinion/sunday/assange-as-tyrant.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15334	http://www.nytimes.com/2013/11/30/world/asia/china-scrambles-jets-for-first-time-in-new-air-zone.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15358	http://www.nytimes.com/2013/03/04/world/middleeast/kerry-announces-millions-in-us-aid-for-egypt.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15366	http://www.nytimes.com/2013/12/21/us/air-force-removed-general-over-drunken-behavior-in-moscow.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15396	http://www.nytimes.com/2013/05/26/world/asia/in-afghan-transition-us-forces-take-a-step-back.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15401	http://thelede.blogs.nytimes.com/2013/03/22/arab-student-explains-why-he-heckled-obama-in-jerusalem/	Opinion	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15416	http://www.nytimes.com/2013/12/16/world/asia/china-presses-corruption-inquiry-of-powerful-former-security-official.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15420	http://www.nytimes.com/2013/10/03/opinion/america-mustnt-be-naive-about-iran.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15438	http://www.nytimes.com/2013/03/22/world/middleeast/obama-mends-fences-in-israel.html	Opinion	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15460	http://www.nytimes.com/2013/01/31/world/asia/afghanistan-bristles-at-us-ban-on-kam-air-airline.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15463	http://www.nytimes.com/2013/05/17/opinion/can-obama-save-turkey-from-a-syrian-quagmire.html	Opinion	1	International News	None	Neutral	Neutral	nytimes.com	400
15468	http://www.nytimes.com/2013/06/01/world/middleeast/us-targets-irans-petrochemical-industry.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15482	http://www.nytimes.com/2013/10/25/world/europe/anger-growing-over-united-states-surveillance.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15527	http://www.nytimes.com/2013/04/24/world/middleeast/israel-says-syria-has-used-chemical-weapons.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15532	http://www.nytimes.com/2013/09/10/world/middleeast/kerry-says-syria-should-hand-over-all-chemical-arms.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15547	http://www.nytimes.com/2013/12/27/world/asia/deal-to-move-okinawa-base-wins-approval.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15556	http://www.nytimes.com/2013/08/13/world/americas/mexican-president-invites-foreign-investment-in-energy.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15569	http://www.nytimes.com/2013/08/27/world/middleeast/text-of-kerrys-statement-on-chemical-weapons-in-syria.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15589	http://www.nytimes.com/2013/09/26/world/middleeast/for-irans-leader-time-is-not-yet-right-for-meeting-obama.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15592	http://www.nytimes.com/2013/04/17/world/asia/china-suggests-us-is-stirring-tensions-in-asia.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15596	http://www.nytimes.com/2013/11/19/world/middleeast/split-on-accord-on-iran-strains-us-israel-ties.html	Opinion	0	International News	None	Neutral	Neutral	nytimes.com	400
15603	http://www.nytimes.com/2013/08/26/opinion/keller-adrift-on-the-nile.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15615	http://www.nytimes.com/2013/12/26/world/middleeast/us-sends-arms-to-aid-iraq-fight-with-extremists.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15618	http://www.nytimes.com/2013/07/02/world/middleeast/mideast-chaos-grows-as-us-focuses-on-israel.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15637	http://www.nytimes.com/2013/04/20/world/asia/study-finds-sharp-rise-in-attacks-by-afghan-taliban.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15647	http://www.nytimes.com/2013/03/22/world/middleeast/obama-lays-out-case-for-israel-to-revive-peace-talks.html	News	1	International News	None	SomewhatPositive	Neutral	nytimes.com	400
15698	http://tmagazine.blogs.nytimes.com/2013/05/30/gallery-a-melting-pot-of-celebrities-makes-immigration-reform-look-fashionable/	other	1	International News	None	Neutral	Neutral	nytimes.com	400
15700	http://www.nytimes.com/2013/12/16/world/asia/china-presses-corruption-inquiry-of-powerful-former-security-official.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15710	http://www.nytimes.com/2012/09/26/world/obamas-speech-to-the-united-nations-general-assembly-text.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15714	http://www.nytimes.com/2013/09/20/world/middleeast/through-diplomacy-obama-finds-a-pen-pal-in-iran.html	Opinion	1	International News	None	Positive	Neutral	nytimes.com	400
15730	http://www.nytimes.com/2013/02/17/world/middleeast/supreme-leader-says-iran-not-seeking-nuclear-arms.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15739	http://www.nytimes.com/2013/11/26/opinion/cohen-israels-iran-dilemma.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15743	http://www.nytimes.com/2013/04/19/opinion/south-koreas-nuclear-ambitions.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15745	http://www.nytimes.com/2013/07/03/world/europe/snowden.html	Opinion	1	International News	None	Neutral	Neutral	nytimes.com	400
15769	http://www.nytimes.com/2013/08/30/world/middleeast/aim-of-a-us-attack-on-syria-sharpening-a-blurred-red-line.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15772	http://www.nytimes.com/2013/04/13/opinion/the-north-korea-problem.html	News	1	International News	None	SomewhatPositive	Neutral	nytimes.com	400
15775	http://www.nytimes.com/2013/05/06/opinion/keller-syria-is-not-iraq.html	Opinion	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
15782	http://www.nytimes.com/2013/10/26/world/middleeast/saudis-faulting-american-policy-on-middle-east.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15808	http://www.nytimes.com/2013/03/23/world/middleeast/president-obama-israel.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15820	http://www.nytimes.com/2013/07/02/world/middleeast/mideast-chaos-grows-as-us-focuses-on-israel.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15837	http://learning.blogs.nytimes.com/2012/03/26/march-26-1979-israel-and-egypt-sign-peace-treaty/	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15859	http://www.nytimes.com/2013/09/08/world/asia/pakistan-releases-taliban-fighters-to-aid-afghan-peace-effort.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15862	http://www.nytimes.com/2014/01/01/world/asia/afghans-planned-prisoner-releases-anger-us.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15885	http://www.nytimes.com/2013/09/02/opinion/global/forcing-obamas-hand-in-syria.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15896	http://www.nytimes.com/2013/09/06/world/middleeast/israel-backs-limited-strike-against-syria.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
15898	http://www.nytimes.com/2013/11/04/world/asia/amnesty-bill-stirs-opposition-in-thailand.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15903	http://www.nytimes.com/2013/10/15/world/middleeast/us-iran-sanctions.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15912	http://www.nytimes.com/2013/03/20/world/middleeast/attacks-in-baghdad-before-iraq-war-anniversary.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15933	http://www.nytimes.com/2013/05/16/world/asia/us-envoy-talks-with-chinese-about-north-korea.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15952	http://www.nytimes.com/2013/09/03/world/europe/us-russian-ties-still-fall-short-of-reset-goal.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15958	http://www.nytimes.com/2013/03/08/world/europe/women-finding-their-way-in-german-politics.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15991	http://www.nytimes.com/2013/09/24/world/middleeast/iran-nuclear-dispute.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
15994	http://www.nytimes.com/2013/06/15/world/middleeast/syria-developments.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
16006	http://www.nytimes.com/2012/09/21/world/africa/after-attack-in-libya-ambush-struck-rescuers.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
16008	http://www.nytimes.com/2013/09/11/world/middleeast/syrian-chemical-arsenal.html	News	1	International News	None	Neutral	Neutral	nytimes.com	400
16016	http://www.nytimes.com/2013/01/23/world/middleeast/russians-fleeing-syria-cross-into-lebanon.html	other	1	International News	None	Neutral	Neutral	nytimes.com	400
16039	http://www.nytimes.com/2013/03/22/world/middleeast/obama-mends-fences-in-israel.html	News	0	International News	None	Negative	Neutral	nytimes.com	400
16041	http://www.nytimes.com/2013/10/26/world/middleeast/saudis-faulting-american-policy-on-middle-east.html	other	0	International News	None	Neutral	Neutral	nytimes.com	400
16047	http://www.nytimes.com/2013/07/18/opinion/the-drone-that-killed-my-grandson.html	News	1	International News	None	SomewhatNegative	Neutral	nytimes.com	400
16060	http://www.nytimes.com/2013/09/11/opinion/friedman-threaten-to-threaten.html	Opinion	1	International News	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
16069	http://www.nytimes.com/2013/07/24/opinion/abandoned-in-indian-country.html	other	0	International News	None	Neutral	Neutral	nytimes.com	400
16076	http://www.nytimes.com/2013/11/04/world/asia/amnesty-bill-stirs-opposition-in-thailand.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16092	http://www.nytimes.com/2013/05/17/opinion/can-obama-save-turkey-from-a-syrian-quagmire.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16095	http://www.nytimes.com/2013/03/22/world/middleeast/obama-lays-out-case-for-israel-to-revive-peace-talks.html	News	0	International News	None	Positive	Neutral	nytimes.com	400
16113	http://www.nytimes.com/2013/07/22/world/middleeast/seasoned-hand-in-mideast-may-shepherd-peace-talks.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16116	http://www.nytimes.com/2013/04/13/opinion/the-north-korea-problem.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16119	http://www.nytimes.com/2013/02/12/world/africa/militant-threats-test-pentagons-role-in-africa.html	other	0	International News	None	Neutral	Neutral	nytimes.com	400
16135	http://www.nytimes.com/2013/03/23/world/middleeast/president-obama-israel.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16139	http://www.nytimes.com/2013/07/14/opinion/sunday/douthat-the-houses-immigration-dilemma.html	Opinion	0	International News	None	Neutral	SomewhatNegative	nytimes.com	400
16174	http://www.nytimes.com/2013/08/27/world/middleeast/text-of-kerrys-statement-on-chemical-weapons-in-syria.html	News	0	International News	None	SomewhatPositive	Neutral	nytimes.com	400
16189	http://www.nytimes.com/2013/09/20/world/middleeast/through-diplomacy-obama-finds-a-pen-pal-in-iran.html	News	0	International News	None	SomewhatPositive	Neutral	nytimes.com	400
16193	http://www.nytimes.com/2013/11/17/world/europe/a-russian-gps-using-us-soil-stirs-spy-fears.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16197	http://www.nytimes.com/2013/09/09/world/middleeast/obama-tests-limits-of-power-in-syrian-conflict.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16209	http://www.nytimes.com/2013/01/23/world/middleeast/russians-fleeing-syria-cross-into-lebanon.html	News	0	International News	None	Neutral	Neutral	nytimes.com	400
16212	http://www.nytimes.com/2013/09/10/world/middleeast/obama-embraces-russian-proposal-on-syria-weapons.html	News	0	International News	None	SomewhatPositive	Neutral	nytimes.com	400
16223	http://www.nytimes.com/2013/07/19/us/politics/mccain-to-block-new-term-for-joint-chiefs-chairman.html	News	0	International News	None	Neutral	SomewhatPositive	nytimes.com	400
16255	http://www.nytimes.com/2010/06/20/movies/20restrepo.html	Opinion	1	National Security	None	Neutral	Neutral	nytimes.com	400
16281	http://www.nytimes.com/2013/03/10/opinion/sunday/repeal-the-authorization-for-use-of-military-force-law.html	Opinion	0	National Security	None	Neutral	SomewhatNegative	nytimes.com	400
16282	http://www.nytimes.com/2013/03/14/us/politics/us-citizens-join-illegal-immigrants-in-pressing-lawmakers-for-change.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16300	http://www.nytimes.com/2013/08/18/magazine/laura-poitras-snowden.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16356	http://www.nytimes.com/2013/07/28/public-editor/a-blow-for-the-press-and-for-democracy.html	News	1	National Security	None	SomewhatNegative	Neutral	nytimes.com	400
16362	http://www.nytimes.com/2013/02/09/world/a-court-to-vet-kill-lists.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16368	http://www.nytimes.com/2013/02/08/us/politics/senate-panel-will-question-brennan-on-targeted-killings.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16369	http://www.nytimes.com/2013/04/09/world/navy-deploying-laser-weapon-prototype-in-persian-gulf.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16372	http://www.nytimes.com/2013/07/05/us/resume-shows-snowden-honed-hacking-skills.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16383	http://www.nytimes.com/2013/05/21/opinion/stop-the-leaks.html	Opinion	1	National Security	None	Neutral	Neutral	nytimes.com	400
16409	http://www.nytimes.com/2013/04/29/world/asia/cia-delivers-cash-to-afghan-leaders-office.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16422	http://www.nytimes.com/2013/05/20/us/politics/larger-union-enforcing-immigration-opposes-overhaul.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16432	http://www.nytimes.com/2013/08/17/us/politics/thrust-into-nonstop-turmoil-an-obama-adviser-counsels-pragmatism.html	other	1	National Security	None	SomewhatPositive	Neutral	nytimes.com	400
16435	http://www.nytimes.com/2013/09/29/us/nsa-examines-social-networks-of-us-citizens.html	News	0	National Security	None	SomewhatNegative	Neutral	nytimes.com	400
16465	http://www.nytimes.com/2013/08/02/world/europe/edward-snowden-russia.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16469	http://www.nytimes.com/2013/02/10/world/obamas-turn-in-bushs-bind-with-defense-policies.html	News	1	National Security	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
16474	http://www.nytimes.com/2013/07/28/public-editor/a-blow-for-the-press-and-for-democracy.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16521	http://www.nytimes.com/2013/06/07/us/politics/senators-wyden-and-udall-warned-about-surveillance.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16530	http://www.nytimes.com/2013/04/09/world/navy-deploying-laser-weapon-prototype-in-persian-gulf.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16537	http://www.nytimes.com/2013/01/29/us/politics/senators-unveil-bipartisan-immigration-principles.html	News	1	National Security	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
16549	http://www.nytimes.com/2013/02/08/us/politics/senate-panel-will-question-brennan-on-targeted-killings.html	News	0	National Security	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
16563	http://www.nytimes.com/2013/06/12/opinion/surveillance-snowden-doesnt-rise-to-traitor.html	Opinion	0	National Security	None	Neutral	Neutral	nytimes.com	400
16565	http://www.nytimes.com/2014/01/01/world/asia/afghans-planned-prisoner-releases-anger-us.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16566	http://www.nytimes.com/2013/08/06/us/tsa-expands-duties-beyond-airport-security.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16603	http://www.nytimes.com/2013/03/10/opinion/sunday/repeal-the-authorization-for-use-of-military-force-law.html	Opinion	1	National Security	None	Negative	Negative	nytimes.com	400
16630	http://www.nytimes.com/2013/11/17/world/europe/a-russian-gps-using-us-soil-stirs-spy-fears.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16638	http://www.nytimes.com/2013/01/24/us/pentagon-says-it-is-lifting-ban-on-women-in-combat.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16667	http://www.nytimes.com/2013/11/02/us/pentagons-must-read-news-compilation-fades-away.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16683	http://www.nytimes.com/2013/02/09/world/a-court-to-vet-kill-lists.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16693	http://www.nytimes.com/2013/07/19/us/politics/mccain-to-block-new-term-for-joint-chiefs-chairman.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16712	http://www.nytimes.com/2013/01/28/us/politics/senators-agree-on-blueprint-for-immigration.html	News	0	National Security	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
16734	http://www.nytimes.com/2013/09/08/opinion/sunday/dowd-barrys-war-within.html	Opinion	0	National Security	None	Negative	Neutral	nytimes.com	400
16763	http://www.nytimes.com/2013/01/09/world/asia/us-is-open-to-withdraw-afghan-force-after-2014.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16773	http://www.nytimes.com/2013/11/03/world/no-morsel-too-minuscule-for-all-consuming-nsa.html	News	0	National Security	None	SomewhatNegative	Neutral	nytimes.com	400
16788	http://www.nytimes.com/2013/01/13/us/politics/obama-plans-to-push-congress-on-immigration-overhaul.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16806	http://www.nytimes.com/2013/09/22/opinion/sunday/close-the-nsas-back-doors.html	News	0	National Security	None	SomewhatPositive	Neutral	nytimes.com	400
16827	http://www.nytimes.com/2013/12/10/us/politics/house-and-senate-reach-compromise-on-pentagon-bill.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16837	http://www.nytimes.com/2013/02/18/opinion/about-those-black-sites.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16841	http://www.nytimes.com/2013/06/07/us/politics/senators-wyden-and-udall-warned-about-surveillance.html	Opinion	0	National Security	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
16852	http://www.nytimes.com/2013/03/16/us/arizona-border-security.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16870	http://www.nytimes.com/2013/02/04/us/broad-powers-seen-for-obama-in-cyberstrikes.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16876	http://www.nytimes.com/2013/01/08/us/politics/counterterror-adviser-to-be-named-chief-of-cia.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
16890	http://keller.blogs.nytimes.com/2013/07/30/manning-and-snowden/	Opinion	1	National Security	None	Neutral	Neutral	nytimes.com	400
16901	http://www.nytimes.com/2013/02/04/us/broad-powers-seen-for-obama-in-cyberstrikes.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16905	http://www.nytimes.com/2013/04/22/us/gop-lawmakers-push-to-hold-boston-suspect-as-enemy-combatant.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16926	http://www.nytimes.com/2013/08/04/us/other-agencies-clamor-for-data-nsa-compiles.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
16978	http://www.nytimes.com/2013/09/24/us/immigrant-population-shows-signs-of-growth-estimates-show.html	News	1	National Security	None	SomewhatPositive	Neutral	nytimes.com	400
16983	http://www.nytimes.com/2013/09/05/world/middleeast/obama-faces-barrier-in-his-own-party-on-syria.html	News	1	National Security	None	SomewhatPositive	Neutral	nytimes.com	400
17022	http://www.nytimes.com/2013/12/27/world/asia/deal-to-move-okinawa-base-wins-approval.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
17025	http://www.nytimes.com/2013/06/07/us/us-military-firms-eye-border-security-contracts.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
17042	http://www.nytimes.com/2013/04/23/world/middleeast/israel-hagel-iran.html	News	1	National Security	None	Neutral	Neutral	nytimes.com	400
17047	http://www.nytimes.com/2013/07/05/us/resume-shows-snowden-honed-hacking-skills.html	Opinion	1	National Security	None	Neutral	Neutral	nytimes.com	400
17048	http://www.nytimes.com/2013/07/13/us/politics/napolitano-stepping-down.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17088	http://www.nytimes.com/2013/05/23/us/officer-involved-in-shooting-of-man-tied-to-tsarnaev.html	Opinion	1	National Security	None	Neutral	Neutral	nytimes.com	400
17107	http://www.nytimes.com/2013/05/23/us/officer-involved-in-shooting-of-man-tied-to-tsarnaev.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17135	http://www.nytimes.com/2013/01/30/opinion/a-better-immigration-plan-from-president-obama.html	Opinion	0	National Security	None	Positive	SomewhatNegative	nytimes.com	400
17141	http://www.nytimes.com/2013/02/25/world/asia/us-confronts-cyber-cold-war-with-china.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17152	http://www.nytimes.com/2013/03/16/opinion/collins-the-dread-that-is-ted.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17157	http://www.nytimes.com/2013/10/18/us/jeh-c-johnson-will-be-nominated-as-homeland-security-chief.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17161	http://www.nytimes.com/2013/04/16/world/us-practiced-torture-after-9-11-nonpartisan-review-concludes.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17177	http://www.nytimes.com/2013/05/28/us/politics/in-terror-shift-obama-took-a-long-path.html	Opinion	0	National Security	None	Negative	Neutral	nytimes.com	400
17185	http://www.nytimes.com/2013/04/01/world/hagel-facing-some-tough-decisions-at-pentagon.html	Opinion	0	National Security	None	Neutral	Neutral	nytimes.com	400
17187	http://www.nytimes.com/2013/04/25/books/the-way-of-the-knife-by-mark-mazzetti.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17195	http://www.nytimes.com/2013/03/07/us/politics/cias-harsh-interrogations-pose-hurdles-for-john-brennan.html	News	0	National Security	None	Neutral	Neutral	nytimes.com	400
17229	http://www.nytimes.com/2013/11/24/world/middleeast/progress-if-modest-in-holding-back-irans-nuclear-program.html	News	0	National Security	None	SomewhatPositive	Neutral	nytimes.com	400
17251	http://www.nytimes.com/2013/10/04/us/gunfire-reported-outside-the-capitol.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
17254	http://www.nytimes.com/2013/11/23/us/politics/in-filibuster-shift-focus-on-a-courts-workload-and-political-balance.html	News	0	None	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
17256	http://www.nytimes.com/2013/03/23/opinion/blow-the-gops-bachmann-problem.html	News	0	None	None	Neutral	Negative	nytimes.com	400
17258	http://www.nytimes.com/2013/05/21/world/report-cites-countries-use-of-laws-to-repress-faith.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17291	http://www.nytimes.com/2013/12/23/us/politics/in-tech-buying-us-still-stuck-in-last-century.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
17294	http://www.nytimes.com/2013/11/09/business/boeing-threatens-to-build-777x-outside-washington-state.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17352	http://opinionator.blogs.nytimes.com/2013/08/21/imagining-the-court/	News	0	None	None	Neutral	Neutral	nytimes.com	400
17363	http://www.nytimes.com/2013/08/25/fashion/weddings/not-at-first-sight-or-even-the-first-dozen.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17366	http://www.nytimes.com/2013/05/26/opinion/sunday/dowd-can-44-subtract-43-from-the-equation.html	Opinion	1	None	None	SomewhatPositive	Negative	nytimes.com	400
17401	http://www.nytimes.com/2013/12/21/us/politics/president-obama-news-conference.html	Opinion	0	None	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
17404	http://www.nytimes.com/2013/10/13/business/from-summer-camp-a-parable-for-washington.html	Opinion	0	None	None	Neutral	Neutral	nytimes.com	400
17451	http://www.nytimes.com/2013/05/27/us/presidents-counsel-finds-herself-center-state.html	News	0	None	None	SomewhatPositive	Neutral	nytimes.com	400
17458	http://www.nytimes.com/2013/10/29/us/politics/ohio-governor-defies-gop-with-defense-of-social-safety-net.html	News	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
17482	http://www.nytimes.com/2013/04/26/us/politics/bush-library-obama-dedication.html	other	0	None	None	Neutral	SomewhatPositive	nytimes.com	400
17492	http://www.nytimes.com/2013/09/18/us/judge-throws-out-officers-convictions-in-killings-after-hurricane-katrina.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
17494	http://www.nytimes.com/2013/12/21/us/politics/president-obama-news-conference.html	Opinion	1	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
17499	http://www.nytimes.com/2013/10/28/opinion/not-one-more.html	Opinion	0	None	None	SomewhatNegative	Neutral	nytimes.com	400
17518	http://www.nytimes.com/2013/11/23/us/politics/in-filibuster-shift-focus-on-a-courts-workload-and-political-balance.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17559	http://www.nytimes.com/2013/08/13/us/politics/a-former-engine-of-the-gop-the-town-hall-meeting-cools-down.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17563	http://www.nytimes.com/2013/04/01/us/politics/lessons-for-republicans-in-hazleton-pa.html	News	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
